Model,Weighting Option,Branch,Damping (%),Period,Weight,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,sd1,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,1,2,3,4,5,6,7,8,9,10,N,Neq,Nst,c
'5-branches',updated,3,5,2,0.309,4.4905124,0.02919457,-0.34568796,-1.28130789,-0.00596253,0.00045887,5.89901448,0.16827245,1.3733703,-0.57714446,0.2088,0.51954,0.043,0.00633,0.11576,0.00027,3.00E-05,1.29172,0.02432,0.14874,0.11494,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,2,0.244,3.83909337,0.11475185,-0.3362801,-1.22339409,-0.00608491,0.00045156,7.08275478,0.11846114,1.17290308,-0.35693542,0.2134,0.51576,0.04336,0.00645,0.11316,0.00027,3.00E-05,1.50336,0.0234,0.15085,0.11785,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,2,0.101,3.36021191,0.25111114,-0.32312317,-1.31355167,-0.00523394,0.00037131,5.68984865,0.17629295,1.42759862,-0.63403656,0.2227,0.55304,0.04596,0.00675,0.12318,0.00028,4.00E-05,1.31033,0.02572,0.15804,0.12255,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,3,0.101,6.29887318,0.08077426,-0.34818368,-2.10137339,-0.00625072,0.00055434,10.25132311,0.1786588,1.7003339,-0.08439756,0.2337,1.07783,0.0508,0.00711,0.25827,0.00033,4.00E-05,2.30969,0.02406,0.22161,0.13395,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,3,0.244,1.47654805,0.3331566,-0.3197246,-1.2384823,-0.00598115,0.00050428,5.81905495,0.16436702,0.69014353,0.11973639,0.2193,0.53231,0.04504,0.00664,0.11752,0.00028,4.00E-05,1.35399,0.02595,0.15391,0.1208,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,3,0.309,1.38200754,0.37731201,-0.31430263,-1.27866145,-0.00596737,0.00050126,5.37217941,0.18862424,1.4288677,-0.58623123,0.2188,0.5406,0.04529,0.00663,0.12023,0.00028,4.00E-05,1.26703,0.02659,0.15411,0.12035,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,3,0.244,0.53589496,0.47342178,-0.3015307,-1.20084318,-0.00609191,0.00051014,6.22338403,0.14036498,1.22079869,-0.40927665,0.2166,0.51063,0.04417,0.00655,0.11117,0.00027,3.00E-05,1.39448,0.025,0.14992,0.1196,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,3,0.101,-0.04759208,0.63120694,-0.28416415,-1.3055492,-0.00549838,0.00044727,5.11967902,0.19787112,1.47580832,-0.63403701,0.2242,0.5496,0.04651,0.0068,0.12188,0.00029,4.00E-05,1.22123,0.02712,0.15662,0.12331,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,4,0.101,2.42842096,0.32422297,-0.32193837,-1.71411955,-0.00647761,0.00064537,6.80626154,0.21449406,1.36897044,-0.08562338,0.2383,0.79848,0.05117,0.00726,0.18842,0.00032,4.00E-05,1.65193,0.02749,0.19381,0.13123,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,4,0.244,-1.14820905,0.60864378,-0.28930837,-1.21253131,-0.00613603,0.00057949,5.0752821,0.17976849,0.66338281,0.15708964,0.2129,0.48979,0.04375,0.00645,0.10577,0.00027,3.00E-05,1.15581,0.02597,0.14352,0.11739,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,4,0.309,-1.23599128,0.65229693,-0.28387942,-1.25361695,-0.00612871,0.00057608,4.6521463,0.20606567,1.39992696,-0.53921775,0.2123,0.49661,0.04397,0.00644,0.10809,0.00027,3.00E-05,1.07143,0.02656,0.14351,0.11683,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,4,0.244,-2.07882963,0.7491031,-0.27000672,-1.18400823,-0.00624017,0.0005906,5.36220468,0.15908072,1.21423799,-0.39640805,0.2066,0.46353,0.04218,0.00625,0.09877,0.00026,3.00E-05,1.15819,0.02463,0.13752,0.11408,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,4,0.101,-2.75537343,0.91127657,-0.25072366,-1.27637494,-0.00581597,0.00054225,4.3908487,0.21591603,1.44253785,-0.58189613,0.2116,0.48901,0.04391,0.00642,0.10583,0.00027,3.00E-05,0.99431,0.02635,0.14142,0.11645,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,5,0.101,-0.27950749,0.54994675,-0.29574501,-1.55688185,-0.0065931,0.00071109,5.11799471,0.24241357,1.1925213,-0.02504621,0.2359,0.66647,0.05041,0.00719,0.15298,0.00031,4.00E-05,1.25647,0.02885,0.17437,0.12955,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,5,0.244,-3.23172264,0.83149082,-0.26289526,-1.21120432,-0.00627937,0.00064286,4.38787895,0.19871642,0.64360672,0.22041576,0.2031,0.44679,0.04179,0.00616,0.09435,0.00026,3.00E-05,0.94934,0.02519,0.13197,0.11198,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,5,0.309,-3.31430859,0.87492133,-0.25743658,-1.25325964,-0.00626565,0.00063952,4.01308512,0.22581139,1.37742277,-0.47203231,0.2026,0.45281,0.04204,0.00615,0.09639,0.00026,3.00E-05,0.87606,0.02572,0.13195,0.11152,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,5,0.244,-4.07662016,0.96336661,-0.24421219,-1.19313506,-0.00636022,0.00065364,4.58255251,0.18169438,1.21522513,-0.35328418,0.1952,0.42105,0.03994,0.00591,0.0879,0.00025,3.00E-05,0.93274,0.02367,0.12557,0.10773,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,5,0.101,-4.80146286,1.12504644,-0.22386163,-1.27532636,-0.00604829,0.00061822,3.7829582,0.23507023,1.41965053,-0.51271744,0.1981,0.437,0.04118,0.00602,0.09231,0.00025,3.00E-05,0.79488,0.02496,0.12747,0.10907,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,7.5,0.101,-4.54104586,1.0216709,-0.24192973,-1.53506242,-0.00643928,0.00074829,3.7128459,0.28481978,1.08086294,0.13533278,0.2313,0.57586,0.04958,0.00707,0.12693,0.00031,4.00E-05,0.87223,0.02889,0.15664,0.12717,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,7.5,0.244,-6.59134177,1.22838212,-0.21688249,-1.30341453,-0.00625161,0.00069938,3.54583849,0.23737202,0.68984992,0.33695623,0.1944,0.41437,0.04029,0.0059,0.08581,0.00025,3.00E-05,0.69928,0.0236,0.122,0.10703,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,7.5,0.309,-6.62679243,1.27290113,-0.21149224,-1.35813932,-0.00621248,0.00069372,3.31301436,0.26225984,1.42660028,-0.34610946,0.1932,0.42058,0.04042,0.00588,0.08795,0.00025,3.00E-05,0.65092,0.02382,0.12195,0.10628,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,7.5,0.244,-7.17664784,1.33072199,-0.20153229,-1.30461146,-0.00631444,0.0007099,3.6595017,0.22587779,1.30031639,-0.26724565,0.1853,0.39107,0.03825,0.00562,0.08053,0.00023,3.00E-05,0.67313,0.02192,0.11587,0.10208,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,7.5,0.101,-7.87644646,1.48156628,-0.18107556,-1.37719844,-0.00612964,0.0006886,3.15118197,0.26796462,1.46722822,-0.38437924,0.188,0.40276,0.03933,0.00572,0.08339,0.00024,3.00E-05,0.59052,0.02285,0.11712,0.10341,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,10,0.101,-7.15279401,1.36791871,-0.20259101,-1.64116399,-0.00602971,0.0007187,3.58353049,0.29639637,1.09397036,0.26085554,0.2271,0.56879,0.04895,0.00695,0.12519,0.0003,4.00E-05,0.78534,0.02728,0.15333,0.1249,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,10,0.244,-8.55782686,1.48775687,-0.18768803,-1.43269736,-0.00596471,0.00069034,3.51719345,0.25045298,0.76050065,0.43090281,0.1964,0.43059,0.04098,0.00597,0.09053,0.00025,3.00E-05,0.66084,0.02257,0.12514,0.10807,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,10,0.309,-8.54938116,1.5350816,-0.18223402,-1.50164538,-0.00589966,0.00068103,3.35779952,0.27249321,1.50273386,-0.24406649,0.1954,0.44008,0.04118,0.00596,0.09352,0.00025,3.00E-05,0.62577,0.0227,0.12559,0.10745,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,10,0.244,-8.90643404,1.56307814,-0.17587646,-1.44831952,-0.00602118,0.00070033,3.6275419,0.24157408,1.3966292,-0.18924657,0.1889,0.41271,0.0393,0.00574,0.08668,0.00024,3.00E-05,0.6403,0.02109,0.12046,0.10398,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,10,0.101,-9.51950154,1.69773935,-0.15683087,-1.51526,-0.00588178,0.00068288,3.22320288,0.27504983,1.5390058,-0.28141841,0.1942,0.42906,0.04087,0.00592,0.09027,0.00025,3.00E-05,0.58478,0.02217,0.12316,0.10679,0,0,0,0,0,0,0,0,0,320,1,1,10,
